"Id","Description","Justification","RejectionReason","DeliveryMode","SubmittedDate","DateNeeded","Status","Total","UserId"
"619","Temp description 3","Temp justification 3",,"Express Shipping","03/06/2023","03/17/2023","APPROVED","7.24","4686"
"620","Temp description 3","Temp justification 3",,"White-Glove","03/07/2023","03/15/2023","APPROVED","28.54","4749"
"621","Temp description 3","Temp justification 3",,"Express Shipping","03/05/2023","03/17/2023","PENDING","12.72","1838"
"622","temp description 2","Temp justification 1",,"Courier","03/05/2023","03/20/2023","REVIEW","0.77","637"
"623","temp description 2","Temp justification 2",,"Courier","03/04/2023","03/20/2023","APPROVED","9.16","172"
"625","Temp description 1","Temp justification 1",,"White-Glove","03/03/2023","03/21/2023","APPROVED","29.17","2281"
"626","Temp description 1","Temp justification 2",,"Standard Shipping","03/07/2023","03/21/2023","APPROVED","16.14","4470"
"627","Temp description 3","Temp justification 3","Temp rejection reason 1","Standard Shipping","03/08/2023","03/16/2023","REJECTED","3.53","3565"
"628","temp description 2","Temp justification 2",,"Digital","03/05/2023","03/21/2023","PENDING","22.05","3707"
"629","Temp description 1","Temp justification 2",,"Freight","03/08/2023","03/19/2023","PENDING","11.39","2292"
"630","temp description 2","Temp justification 1",,"Standard Shipping","03/06/2023","03/20/2023","APPROVED","4.34","1367"
"631","temp description 2","Temp justification 3","Temp rejection reason 1","White-Glove","03/01/2023","03/17/2023","REJECTED","0.97","111"
"633","Temp description 3","Temp justification 2",,"White-Glove","03/07/2023","03/17/2023","REVIEW","18.87","3502"
"634","Temp description 1","Temp justification 1",,"Freight","03/08/2023","03/20/2023","PENDING","7.25","834"
"636","Temp description 3","Temp justification 2",,"Express Shipping","03/06/2023","03/19/2023","APPROVED","2.59","4905"
"638","temp description 2","Temp justification 3",,"Digital","03/08/2023","03/21/2023","APPROVED","13.56","3198"
"639","Temp description 1","Temp justification 3",,"White-Glove","03/08/2023","03/20/2023","PENDING","1.34","4515"
"640","Temp description 3","Temp justification 2","Temp rejection reason 3","Express Shipping","03/05/2023","03/20/2023","REJECTED","0.84","3980"
"641","temp description 2","Temp justification 2",,"Freight","03/06/2023","03/20/2023","PENDING","6.63","4955"
"642","Temp description 3","Temp justification 2",,"In-Person Pickup","03/03/2023","03/19/2023","PENDING","1.18","4363"
"643","Temp description 3","Temp justification 1","Temp rejection reason 2","White-Glove","03/05/2023","03/17/2023","REJECTED","10.33","1831"
"645","Temp description 3","Temp justification 2",,"Freight","03/08/2023","03/16/2023","PENDING","26.09","1402"
"646","Temp description 1","Temp justification 2","Temp rejection reason 1","Digital","03/05/2023","03/20/2023","REJECTED","24.73","4476"
"647","Temp description 1","Temp justification 1",,"Standard Shipping","03/01/2023","03/20/2023","REVIEW","13.86","3735"
"648","temp description 2","Temp justification 2",,"In-Person Pickup","03/02/2023","03/20/2023","APPROVED","18.9","1377"
"649","temp description 2","Temp justification 2","Temp rejection reason 1","White-Glove","03/03/2023","03/20/2023","REJECTED","1.98","2422"
"650","temp description 2","Temp justification 1",,"In-Person Pickup","03/01/2023","03/16/2023","PENDING","75.36","167"
"651","temp description 2","Temp justification 3","Temp rejection reason 1","Freight","03/07/2023","03/17/2023","REJECTED","8.82","3505"
"652","temp description 2","Temp justification 3","Temp rejection reason 2","Standard Shipping","03/06/2023","03/21/2023","REJECTED","8.67","3596"
"653","temp description 2","Temp justification 3","Temp rejection reason 2","In-Person Pickup","03/02/2023","03/17/2023","REJECTED","9.99","3914"
"654","temp description 2","Temp justification 3",,"Express Shipping","03/05/2023","03/15/2023","APPROVED","17.38","1483"
"655","Temp description 1","Temp justification 2",,"Digital","03/01/2023","03/17/2023","PENDING","13.26","3203"
"656","temp description 2","Temp justification 1",,"White-Glove","03/05/2023","03/21/2023","REVIEW","2.74","2539"
"657","Temp description 1","Temp justification 2","Temp rejection reason 3","In-Person Pickup","03/01/2023","03/17/2023","REJECTED","4.98","2282"
"658","temp description 2","Temp justification 3","Temp rejection reason 2","Standard Shipping","03/04/2023","03/15/2023","REJECTED","6.42","2532"
"659","Temp description 3","Temp justification 1",,"Courier","03/01/2023","03/16/2023","APPROVED","92.29","4713"
"660","Temp description 1","Temp justification 1",,"White-Glove","03/04/2023","03/17/2023","APPROVED","6.43","377"
"661","temp description 2","Temp justification 1","Temp rejection reason 1","Courier","03/01/2023","03/15/2023","REJECTED","8.89","4598"
"662","Temp description 3","Temp justification 1",,"In-Person Pickup","03/08/2023","03/15/2023","PENDING","4.84","4808"
"663","Temp description 3","Temp justification 3",,"Digital","03/03/2023","03/19/2023","PENDING","0.26","4818"
"664","Temp description 3","Temp justification 1",,"Express Shipping","03/08/2023","03/19/2023","PENDING","16.27","3656"
"665","Temp description 3","Temp justification 2",,"In-Person Pickup","03/05/2023","03/18/2023","REVIEW","5.6","2982"
"666","Temp description 1","Temp justification 3",,"Digital","03/01/2023","03/19/2023","REVIEW","5.28","1349"
"668","Temp description 1","Temp justification 2",,"White-Glove","03/06/2023","03/19/2023","APPROVED","5.9","1059"
"669","Temp description 1","Temp justification 2",,"Courier","03/01/2023","03/17/2023","APPROVED","10.93","4743"
"670","Temp description 1","Temp justification 2",,"Standard Shipping","03/08/2023","03/16/2023","PENDING","4.9","914"
"672","Temp description 3","Temp justification 1","Temp rejection reason 1","Courier","03/03/2023","03/21/2023","REJECTED","122.09","3255"
"673","Temp description 3","Temp justification 2",,"Freight","03/05/2023","03/17/2023","REVIEW","49.45","4073"
"674","temp description 2","Temp justification 3",,"Express Shipping","03/05/2023","03/20/2023","APPROVED","11.57","2019"
"675","temp description 2","Temp justification 2",,"White-Glove","03/08/2023","03/20/2023","PENDING","33.19","757"
"676","temp description 2","Temp justification 3",,"Digital","03/01/2023","03/20/2023","REVIEW","35.51","1610"
"677","temp description 2","Temp justification 1","Temp rejection reason 3","White-Glove","03/03/2023","03/19/2023","REJECTED","5.96","4108"
"678","temp description 2","Temp justification 1",,"Standard Shipping","03/04/2023","03/15/2023","APPROVED","1.33","3151"
"679","Temp description 1","Temp justification 3",,"Courier","03/03/2023","03/17/2023","APPROVED","12.4","609"
"680","temp description 2","Temp justification 2",,"In-Person Pickup","03/03/2023","03/21/2023","REVIEW","31.59","4577"
"681","temp description 2","Temp justification 3",,"White-Glove","03/07/2023","03/17/2023","PENDING","5.62","2584"
"682","Temp description 1","Temp justification 2",,"Freight","03/05/2023","03/18/2023","APPROVED","0.91","1970"
"683","temp description 2","Temp justification 1","Temp rejection reason 1","Digital","03/05/2023","03/18/2023","REJECTED","32.32","436"
"684","Temp description 1","Temp justification 3","Temp rejection reason 2","Freight","03/01/2023","03/16/2023","REJECTED","12.79","4347"
"685","Temp description 3","Temp justification 2",,"Standard Shipping","03/01/2023","03/16/2023","PENDING","30.59","3488"
"686","Temp description 3","Temp justification 3",,"Standard Shipping","03/08/2023","03/17/2023","APPROVED","3.12","4826"
"687","Temp description 3","Temp justification 2",,"White-Glove","03/02/2023","03/21/2023","APPROVED","9.52","3157"
"688","Temp description 1","Temp justification 3",,"Courier","03/05/2023","03/21/2023","REVIEW","6.62","2948"
"690","Temp description 3","Temp justification 1",,"In-Person Pickup","03/06/2023","03/16/2023","PENDING","5.28","443"
"691","Temp description 1","Temp justification 3",,"In-Person Pickup","03/03/2023","03/15/2023","APPROVED","4.74","3198"
"692","Temp description 1","Temp justification 1",,"White-Glove","03/08/2023","03/17/2023","PENDING","23.24","2257"
"693","Temp description 3","Temp justification 1",,"Digital","03/04/2023","03/18/2023","APPROVED","4.37","4149"
"694","temp description 2","Temp justification 2",,"Standard Shipping","03/04/2023","03/20/2023","PENDING","7.32","2534"
"695","Temp description 1","Temp justification 3",,"Digital","03/08/2023","03/15/2023","APPROVED","9.17","4324"
"696","Temp description 1","Temp justification 2",,"In-Person Pickup","03/05/2023","03/18/2023","APPROVED","2.47","784"
"697","Temp description 1","Temp justification 3",,"Express Shipping","03/04/2023","03/15/2023","APPROVED","13.69","3737"
"698","Temp description 1","Temp justification 3",,"Digital","03/03/2023","03/15/2023","APPROVED","5.76","2995"
"699","Temp description 1","Temp justification 2",,"Express Shipping","03/03/2023","03/18/2023","APPROVED","89.04","2407"
"700","Temp description 1","Temp justification 3",,"Courier","03/07/2023","03/17/2023","PENDING","2.6","1821"
"701","Temp description 3","Temp justification 1",,"Digital","03/01/2023","03/19/2023","APPROVED","54.18","3241"
"703","temp description 2","Temp justification 1",,"White-Glove","03/08/2023","03/17/2023","PENDING","5.6","3868"
"704","Temp description 1","Temp justification 3",,"Courier","03/06/2023","03/15/2023","REVIEW","4.18","1699"
"705","Temp description 3","Temp justification 2","Temp rejection reason 1","Courier","03/07/2023","03/20/2023","REJECTED","28.7","3951"
"706","Temp description 1","Temp justification 3","Temp rejection reason 3","White-Glove","03/08/2023","03/15/2023","REJECTED","8.16","225"
"707","Temp description 3","Temp justification 2",,"Digital","03/03/2023","03/18/2023","PENDING","16.29","4614"
"708","Temp description 1","Temp justification 1","Temp rejection reason 3","White-Glove","03/01/2023","03/19/2023","REJECTED","3.3","3222"
"709","Temp description 3","Temp justification 2",,"Courier","03/08/2023","03/16/2023","PENDING","2.61","4332"
"710","Temp description 3","Temp justification 1",,"Standard Shipping","03/02/2023","03/20/2023","PENDING","29","3578"
"711","Temp description 3","Temp justification 2",,"Express Shipping","03/02/2023","03/21/2023","PENDING","1.88","226"
"712","Temp description 3","Temp justification 1","Temp rejection reason 2","Express Shipping","03/02/2023","03/16/2023","REJECTED","23.09","4721"
"714","Temp description 1","Temp justification 3",,"Express Shipping","03/02/2023","03/17/2023","PENDING","33.12","4059"
"715","Temp description 1","Temp justification 1","Temp rejection reason 1","Courier","03/08/2023","03/18/2023","REJECTED","26.68","3971"
"716","temp description 2","Temp justification 2",,"White-Glove","03/01/2023","03/16/2023","APPROVED","18.82","2803"
"717","Temp description 1","Temp justification 1","Temp rejection reason 3","Freight","03/02/2023","03/20/2023","REJECTED","12.74","4243"
"718","Temp description 1","Temp justification 3",,"Courier","03/04/2023","03/15/2023","REVIEW","14","1778"
"719","Temp description 1","Temp justification 2",,"In-Person Pickup","03/07/2023","03/18/2023","APPROVED","10.03","1805"
"720","Temp description 3","Temp justification 1","Temp rejection reason 3","Freight","03/02/2023","03/15/2023","REJECTED","17.21","424"
"721","Temp description 3","Temp justification 3",,"Courier","03/04/2023","03/15/2023","REVIEW","34.2","1230"
"723","temp description 2","Temp justification 2",,"Courier","03/07/2023","03/20/2023","REVIEW","47.96","4659"
"724","Temp description 3","Temp justification 1",,"Digital","03/02/2023","03/15/2023","PENDING","1.72","1267"
"727","Temp description 1","Temp justification 2",,"Freight","03/06/2023","03/17/2023","PENDING","1.9","4550"
"728","Temp description 3","Temp justification 1",,"In-Person Pickup","03/04/2023","03/20/2023","APPROVED","22.55","4298"
"729","Temp description 3","Temp justification 3","Temp rejection reason 2","Courier","03/02/2023","03/19/2023","REJECTED","3.11","648"
"730","temp description 2","Temp justification 1",,"Standard Shipping","03/04/2023","03/20/2023","PENDING","20.87","3862"
"732","Temp description 1","Temp justification 1",,"White-Glove","03/06/2023","03/15/2023","PENDING","9.02","3064"
"733","Temp description 3","Temp justification 2","Temp rejection reason 2","Digital","03/01/2023","03/15/2023","REJECTED","18.28","896"
"734","temp description 2","Temp justification 1",,"In-Person Pickup","03/02/2023","03/16/2023","APPROVED","4.18","3266"
"735","temp description 2","Temp justification 1",,"Standard Shipping","03/08/2023","03/18/2023","PENDING","3.64","1034"
"736","temp description 2","Temp justification 2",,"White-Glove","03/04/2023","03/21/2023","APPROVED","3.95","3883"
"737","Temp description 3","Temp justification 3",,"Courier","03/08/2023","03/20/2023","APPROVED","76.47","2543"
"740","Temp description 3","Temp justification 3","Temp rejection reason 2","Express Shipping","03/01/2023","03/19/2023","REJECTED","7.92","1827"
"741","temp description 2","Temp justification 1","Temp rejection reason 3","Freight","03/05/2023","03/16/2023","REJECTED","3.7","1116"
"742","temp description 2","Temp justification 1","Temp rejection reason 2","Standard Shipping","03/08/2023","03/20/2023","REJECTED","12.6","1326"
"743","temp description 2","Temp justification 2",,"White-Glove","03/04/2023","03/17/2023","APPROVED","3.18","461"
"744","temp description 2","Temp justification 1",,"Standard Shipping","03/08/2023","03/21/2023","REVIEW","16.46","2552"
"745","Temp description 3","Temp justification 3",,"White-Glove","03/05/2023","03/18/2023","REVIEW","3.77","2064"
"746","Temp description 3","Temp justification 1",,"Freight","03/08/2023","03/20/2023","PENDING","5.61","1542"
"747","Temp description 3","Temp justification 1",,"White-Glove","03/04/2023","03/16/2023","APPROVED","32.68","846"
"748","Temp description 3","Temp justification 2","Temp rejection reason 2","White-Glove","03/06/2023","03/19/2023","REJECTED","18.01","3447"
"749","Temp description 1","Temp justification 2","Temp rejection reason 3","In-Person Pickup","03/08/2023","03/15/2023","REJECTED","17.86","3482"
"750","Temp description 3","Temp justification 3",,"White-Glove","03/03/2023","03/21/2023","APPROVED","64.18","4617"
"751","Temp description 1","Temp justification 3",,"Standard Shipping","03/03/2023","03/15/2023","APPROVED","11.65","133"
"752","Temp description 3","Temp justification 2",,"Courier","03/06/2023","03/17/2023","APPROVED","1.12","4881"
"753","temp description 2","Temp justification 2",,"Express Shipping","03/05/2023","03/16/2023","APPROVED","63.84","931"
"754","temp description 2","Temp justification 2",,"White-Glove","03/03/2023","03/18/2023","APPROVED","19.51","1289"
"756","Temp description 3","Temp justification 2",,"Courier","03/06/2023","03/20/2023","REVIEW","37.38","107"
"757","Temp description 3","Temp justification 3",,"White-Glove","03/03/2023","03/16/2023","APPROVED","8.86","1060"
"758","Temp description 3","Temp justification 3",,"Digital","03/01/2023","03/15/2023","APPROVED","6.18","3188"
"759","Temp description 1","Temp justification 3","Temp rejection reason 2","Digital","03/01/2023","03/20/2023","REJECTED","2.24","899"
"760","Temp description 3","Temp justification 1",,"White-Glove","03/05/2023","03/21/2023","PENDING","2.9","1755"
"762","Temp description 1","Temp justification 1",,"In-Person Pickup","03/06/2023","03/15/2023","APPROVED","27.37","1761"
"763","Temp description 1","Temp justification 2","Temp rejection reason 2","In-Person Pickup","03/05/2023","03/20/2023","REJECTED","22.41","2327"
"764","temp description 2","Temp justification 3",,"Freight","03/07/2023","03/15/2023","APPROVED","67.27","1230"
"765","Temp description 3","Temp justification 1","Temp rejection reason 1","Courier","03/01/2023","03/19/2023","REJECTED","34.92","4418"
"766","temp description 2","Temp justification 3",,"Digital","03/06/2023","03/15/2023","PENDING","22.5","499"
"768","Temp description 1","Temp justification 3",,"White-Glove","03/05/2023","03/16/2023","APPROVED","8.64","3461"
"769","temp description 2","Temp justification 1","Temp rejection reason 2","Freight","03/06/2023","03/20/2023","REJECTED","3.95","915"
"770","temp description 2","Temp justification 2","Temp rejection reason 1","Express Shipping","03/03/2023","03/15/2023","REJECTED","15.41","3186"
"771","Temp description 3","Temp justification 3",,"Express Shipping","03/07/2023","03/18/2023","PENDING","3.08","2068"
"772","Temp description 1","Temp justification 1",,"In-Person Pickup","03/01/2023","03/20/2023","PENDING","20.53","3589"
"773","temp description 2","Temp justification 3",,"Digital","03/05/2023","03/15/2023","APPROVED","10.41","930"
"774","Temp description 3","Temp justification 3",,"White-Glove","03/04/2023","03/18/2023","REVIEW","62.97","3190"
"775","Temp description 1","Temp justification 3",,"Express Shipping","03/07/2023","03/15/2023","REVIEW","1.48","3220"
"776","Temp description 1","Temp justification 3","Temp rejection reason 2","In-Person Pickup","03/04/2023","03/20/2023","REJECTED","13","4102"
"777","Temp description 3","Temp justification 3",,"Express Shipping","03/02/2023","03/19/2023","APPROVED","60.05","2095"
"778","Temp description 3","Temp justification 3",,"Courier","03/02/2023","03/21/2023","APPROVED","8.12","3043"
"779","Temp description 3","Temp justification 1",,"Digital","03/01/2023","03/16/2023","PENDING","18.52","3922"
"780","Temp description 3","Temp justification 1",,"Freight","03/07/2023","03/20/2023","REVIEW","34.94","196"
"781","Temp description 3","Temp justification 1","Temp rejection reason 1","Courier","03/02/2023","03/21/2023","REJECTED","7.52","710"
"782","temp description 2","Temp justification 2",,"Courier","03/08/2023","03/21/2023","PENDING","13.47","2071"
"783","Temp description 3","Temp justification 1",,"Courier","03/07/2023","03/19/2023","APPROVED","19.05","304"
"785","temp description 2","Temp justification 3","Temp rejection reason 1","White-Glove","03/07/2023","03/15/2023","REJECTED","15.17","3385"
"786","Temp description 1","Temp justification 1","Temp rejection reason 1","Courier","03/04/2023","03/16/2023","REJECTED","6.15","350"
"788","Temp description 3","Temp justification 2",,"Courier","03/02/2023","03/15/2023","APPROVED","6.64","847"
"789","Temp description 1","Temp justification 2","Temp rejection reason 3","Courier","03/06/2023","03/21/2023","REJECTED","24.34","2028"
"790","Temp description 1","Temp justification 2",,"Courier","03/04/2023","03/15/2023","APPROVED","4.48","651"
"791","Temp description 1","Temp justification 3",,"Courier","03/05/2023","03/21/2023","PENDING","20.7","145"
"792","Temp description 1","Temp justification 1",,"Standard Shipping","03/03/2023","03/19/2023","APPROVED","2.55","2695"
"794","Temp description 1","Temp justification 1","Temp rejection reason 3","White-Glove","03/01/2023","03/19/2023","REJECTED","6","111"
"795","temp description 2","Temp justification 1","Temp rejection reason 1","In-Person Pickup","03/07/2023","03/16/2023","REJECTED","33.1","3886"
"796","Temp description 3","Temp justification 2",,"Digital","03/08/2023","03/17/2023","PENDING","10.27","4664"
"797","Temp description 3","Temp justification 1","Temp rejection reason 3","In-Person Pickup","03/01/2023","03/19/2023","REJECTED","15.01","4445"
"798","Temp description 3","Temp justification 1",,"Courier","03/03/2023","03/18/2023","APPROVED","17.93","1195"
"799","temp description 2","Temp justification 1",,"Standard Shipping","03/03/2023","03/17/2023","APPROVED","1.62","2864"
"800","temp description 2","Temp justification 3","Temp rejection reason 2","White-Glove","03/01/2023","03/16/2023","REJECTED","10.57","3736"
"801","temp description 2","Temp justification 1",,"In-Person Pickup","03/02/2023","03/21/2023","PENDING","51.56","4237"
"802","Temp description 3","Temp justification 3","Temp rejection reason 2","In-Person Pickup","03/03/2023","03/16/2023","REJECTED","13.23","4717"
"803","Temp description 1","Temp justification 1",,"Digital","03/07/2023","03/17/2023","REVIEW","24.73","1665"
"804","Temp description 1","Temp justification 3","Temp rejection reason 1","Digital","03/08/2023","03/20/2023","REJECTED","10.13","3120"
"805","Temp description 1","Temp justification 1",,"White-Glove","03/04/2023","03/19/2023","REVIEW","28.71","1520"
"806","Temp description 3","Temp justification 2",,"Courier","03/04/2023","03/17/2023","PENDING","7.02","1957"
"807","Temp description 3","Temp justification 3","Temp rejection reason 3","Standard Shipping","03/08/2023","03/19/2023","REJECTED","6.29","1358"
"808","Temp description 3","Temp justification 1",,"Standard Shipping","03/08/2023","03/21/2023","PENDING","43.85","2603"
"809","temp description 2","Temp justification 2",,"In-Person Pickup","03/07/2023","03/16/2023","APPROVED","3.18","1051"
"810","temp description 2","Temp justification 3",,"Digital","03/01/2023","03/16/2023","APPROVED","6.36","4066"
"811","temp description 2","Temp justification 1",,"Freight","03/04/2023","03/21/2023","REVIEW","22.75","2449"
"812","Temp description 3","Temp justification 3",,"Digital","03/02/2023","03/19/2023","APPROVED","22.22","2406"
"813","Temp description 3","Temp justification 3",,"Digital","03/03/2023","03/21/2023","PENDING","2.75","2558"
"814","temp description 2","Temp justification 3",,"White-Glove","03/03/2023","03/17/2023","REVIEW","14.48","4009"
"816","temp description 2","Temp justification 2","Temp rejection reason 3","In-Person Pickup","03/03/2023","03/15/2023","REJECTED","4.74","1713"
"818","Temp description 1","Temp justification 3",,"White-Glove","03/08/2023","03/16/2023","REVIEW","2.74","1336"
"820","temp description 2","Temp justification 1",,"In-Person Pickup","03/08/2023","03/16/2023","PENDING","1.95","2740"
"821","Temp description 3","Temp justification 3",,"Courier","03/06/2023","03/17/2023","APPROVED","15.68","2881"
"822","Temp description 1","Temp justification 1",,"Freight","03/08/2023","03/20/2023","APPROVED","9.2","432"
"823","Temp description 3","Temp justification 1",,"In-Person Pickup","03/03/2023","03/18/2023","APPROVED","26.9","155"
"824","Temp description 1","Temp justification 2",,"Digital","03/06/2023","03/20/2023","APPROVED","58.59","2487"
"825","temp description 2","Temp justification 3","Temp rejection reason 1","In-Person Pickup","03/03/2023","03/21/2023","REJECTED","11.12","1284"
"826","temp description 2","Temp justification 3",,"In-Person Pickup","03/07/2023","03/16/2023","APPROVED","27.33","4293"
"827","Temp description 3","Temp justification 1",,"Courier","03/03/2023","03/20/2023","APPROVED","4.69","2926"
"828","Temp description 1","Temp justification 1",,"In-Person Pickup","03/02/2023","03/16/2023","PENDING","6.01","1486"
"829","temp description 2","Temp justification 1",,"Freight","03/05/2023","03/15/2023","PENDING","11.73","2828"
"830","Temp description 1","Temp justification 3","Temp rejection reason 3","Express Shipping","03/02/2023","03/19/2023","REJECTED","17.28","1072"
"831","temp description 2","Temp justification 1",,"Digital","03/07/2023","03/19/2023","REVIEW","6.18","4255"
"832","Temp description 3","Temp justification 3",,"Courier","03/06/2023","03/18/2023","REVIEW","7.12","4633"
"833","temp description 2","Temp justification 2","Temp rejection reason 2","Courier","03/04/2023","03/16/2023","REJECTED","4.43","1768"
"834","temp description 2","Temp justification 1",,"Express Shipping","03/03/2023","03/19/2023","APPROVED","13.39","2198"
"836","Temp description 1","Temp justification 2",,"In-Person Pickup","03/05/2023","03/15/2023","APPROVED","12.23","957"
"838","temp description 2","Temp justification 3",,"In-Person Pickup","03/04/2023","03/19/2023","PENDING","37.38","4294"
"839","Temp description 3","Temp justification 2",,"Courier","03/07/2023","03/17/2023","REVIEW","24.88","1223"
"840","Temp description 3","Temp justification 3",,"Courier","03/01/2023","03/19/2023","REVIEW","24.06","3661"
"841","temp description 2","Temp justification 3",,"White-Glove","03/01/2023","03/21/2023","REVIEW","1.91","2260"
"842","Temp description 3","Temp justification 1",,"Standard Shipping","03/04/2023","03/15/2023","PENDING","51.55","3672"
"843","Temp description 3","Temp justification 3",,"Freight","03/07/2023","03/15/2023","APPROVED","0.62","1220"
"845","temp description 2","Temp justification 2",,"In-Person Pickup","03/02/2023","03/18/2023","REVIEW","11.06","520"
"846","Temp description 3","Temp justification 3",,"Freight","03/07/2023","03/16/2023","REVIEW","9.14","3558"
"847","temp description 2","Temp justification 3",,"Express Shipping","03/05/2023","03/15/2023","PENDING","0.9","1324"
"848","temp description 2","Temp justification 2","Temp rejection reason 3","Express Shipping","03/01/2023","03/15/2023","REJECTED","7.35","2106"
"849","temp description 2","Temp justification 1",,"White-Glove","03/08/2023","03/18/2023","REVIEW","4.88","1867"
"850","Temp description 3","Temp justification 2",,"Courier","03/02/2023","03/15/2023","APPROVED","8.52","4188"
"851","Temp description 1","Temp justification 3",,"Standard Shipping","03/03/2023","03/18/2023","APPROVED","19.21","3414"
"853","temp description 2","Temp justification 2",,"Digital","03/03/2023","03/21/2023","REVIEW","18.23","1937"
"855","Temp description 3","Temp justification 1",,"Digital","03/01/2023","03/16/2023","REVIEW","0.29","4140"
"856","Temp description 1","Temp justification 1",,"Standard Shipping","03/05/2023","03/18/2023","REVIEW","2.83","2428"
"857","Temp description 1","Temp justification 3",,"Courier","03/01/2023","03/19/2023","APPROVED","13.71","3623"
"858","temp description 2","Temp justification 1",,"Digital","03/07/2023","03/17/2023","APPROVED","0.18","4696"
"859","Temp description 1","Temp justification 3",,"Digital","03/07/2023","03/20/2023","PENDING","17.33","1917"
"861","Temp description 3","Temp justification 1",,"White-Glove","03/02/2023","03/21/2023","REVIEW","1.16","73"
"863","temp description 2","Temp justification 3","Temp rejection reason 2","Standard Shipping","03/06/2023","03/16/2023","REJECTED","3.83","1473"
"864","Temp description 3","Temp justification 3","Temp rejection reason 2","Freight","03/06/2023","03/17/2023","REJECTED","8.64","3098"
"865","Temp description 1","Temp justification 3","Temp rejection reason 1","Courier","03/02/2023","03/21/2023","REJECTED","18.73","1590"
"866","Temp description 1","Temp justification 2","Temp rejection reason 1","Courier","03/04/2023","03/16/2023","REJECTED","15.84","2327"
"868","Temp description 1","Temp justification 2",,"Freight","03/03/2023","03/20/2023","PENDING","8.34","4684"
"869","Temp description 1","Temp justification 1",,"Standard Shipping","03/03/2023","03/19/2023","PENDING","11.08","361"
"870","Temp description 1","Temp justification 3",,"White-Glove","03/01/2023","03/20/2023","APPROVED","21.79","2237"
"871","Temp description 3","Temp justification 2",,"Standard Shipping","03/04/2023","03/19/2023","PENDING","9.87","2338"
"872","Temp description 3","Temp justification 1",,"Express Shipping","03/04/2023","03/20/2023","REVIEW","11.12","965"
"873","temp description 2","Temp justification 3","Temp rejection reason 1","Express Shipping","03/01/2023","03/18/2023","REJECTED","0.91","280"
"874","Temp description 3","Temp justification 3",,"White-Glove","03/03/2023","03/18/2023","APPROVED","7.44","1063"
"875","Temp description 1","Temp justification 3","Temp rejection reason 2","White-Glove","03/03/2023","03/18/2023","REJECTED","12.34","2043"
"876","Temp description 1","Temp justification 3","Temp rejection reason 2","In-Person Pickup","03/07/2023","03/20/2023","REJECTED","9.09","1418"
"877","temp description 2","Temp justification 2",,"Standard Shipping","03/07/2023","03/17/2023","APPROVED","10.98","4769"
"878","Temp description 1","Temp justification 3",,"In-Person Pickup","03/02/2023","03/17/2023","REVIEW","1.21","4723"
"879","Temp description 1","Temp justification 3","Temp rejection reason 2","Courier","03/03/2023","03/21/2023","REJECTED","5.5","4406"
"881","Temp description 1","Temp justification 1",,"Courier","03/08/2023","03/17/2023","APPROVED","62.8","3982"
"882","Temp description 1","Temp justification 2","Temp rejection reason 3","Freight","03/08/2023","03/16/2023","REJECTED","50.39","698"
"883","Temp description 1","Temp justification 1","Temp rejection reason 2","Express Shipping","03/07/2023","03/16/2023","REJECTED","11.04","2181"
"884","temp description 2","Temp justification 3","Temp rejection reason 3","Digital","03/05/2023","03/15/2023","REJECTED","3.34","3612"
"885","temp description 2","Temp justification 2",,"Standard Shipping","03/05/2023","03/15/2023","APPROVED","9.01","1055"
"886","Temp description 3","Temp justification 2",,"Digital","03/01/2023","03/19/2023","APPROVED","5.58","3254"
"887","Temp description 3","Temp justification 1","Temp rejection reason 2","Express Shipping","03/04/2023","03/16/2023","REJECTED","0.85","2219"
"888","temp description 2","Temp justification 1",,"White-Glove","03/06/2023","03/19/2023","REVIEW","10.41","1165"
"889","Temp description 3","Temp justification 1","Temp rejection reason 1","Standard Shipping","03/01/2023","03/15/2023","REJECTED","11.78","2933"
"890","temp description 2","Temp justification 3","Temp rejection reason 3","Standard Shipping","03/01/2023","03/17/2023","REJECTED","31.85","2750"
"891","Temp description 1","Temp justification 1","Temp rejection reason 2","Freight","03/04/2023","03/16/2023","REJECTED","3.54","3096"
"892","Temp description 1","Temp justification 1",,"Courier","03/07/2023","03/15/2023","PENDING","10.98","1857"
"893","Temp description 3","Temp justification 2",,"Standard Shipping","03/02/2023","03/19/2023","APPROVED","4.62","3761"
"894","Temp description 1","Temp justification 1",,"Courier","03/01/2023","03/20/2023","REVIEW","16.53","1775"
"895","Temp description 3","Temp justification 3","Temp rejection reason 1","Express Shipping","03/02/2023","03/19/2023","REJECTED","53.27","3289"
"896","temp description 2","Temp justification 1",,"Digital","03/07/2023","03/18/2023","REVIEW","15.69","4066"
"897","temp description 2","Temp justification 3",,"White-Glove","03/07/2023","03/17/2023","APPROVED","2.16","2954"
"899","Temp description 1","Temp justification 1","Temp rejection reason 1","White-Glove","03/06/2023","03/16/2023","REJECTED","6.46","2522"
"900","Temp description 3","Temp justification 3","Temp rejection reason 2","White-Glove","03/07/2023","03/19/2023","REJECTED","46.54","268"
"901","Temp description 1","Temp justification 3",,"Courier","03/08/2023","03/16/2023","APPROVED","8.7","17"
"902","Temp description 1","Temp justification 3",,"Standard Shipping","03/05/2023","03/18/2023","REVIEW","46.81","500"
"903","Temp description 3","Temp justification 3",,"White-Glove","03/02/2023","03/16/2023","APPROVED","15.33","2252"
